Time,CO,rh,MOS,vocs,prediction
9.67E-01,5.43E-01,2.58E-01,6.50E-01,0.576450969,6.91E-01
9.67E-01,5.40E-01,2.58E-01,6.39E-01,0.583423913,6.88E-01
9.67E-01,5.44E-01,2.58E-01,6.30E-01,0.56776044,6.86E-01
9.68E-01,5.46E-01,2.57E-01,6.22E-01,0.599529801,6.84E-01
9.68E-01,5.43E-01,2.55E-01,6.14E-01,0.512532416,6.82E-01
9.68E-01,5.34E-01,2.55E-01,6.09E-01,0.525195254,6.79E-01
9.69E-01,5.42E-01,2.53E-01,6.01E-01,0.575060058,6.78E-01
9.69E-01,5.31E-01,2.51E-01,5.89E-01,0.564727664,6.73E-01
9.69E-01,5.33E-01,2.38E-01,5.86E-01,0.550696784,6.72E-01
9.70E-01,5.32E-01,2.45E-01,5.70E-01,0.558309322,6.68E-01
9.70E-01,5.27E-01,2.37E-01,5.65E-01,0.571843547,6.66E-01
9.70E-01,5.33E-01,2.02E-01,5.61E-01,0.579448822,6.66E-01
9.71E-01,5.36E-01,1.89E-01,5.58E-01,0.518670597,6.66E-01
9.71E-01,5.50E-01,2.56E-01,5.59E-01,0.486779005,6.67E-01
9.72E-01,5.76E-01,2.75E-01,5.64E-01,0.52207007,6.73E-01
9.72E-01,6.14E-01,2.76E-01,5.85E-01,0.576980538,6.85E-01
9.72E-01,6.29E-01,2.71E-01,5.95E-01,0.545873795,6.90E-01
9.73E-01,6.35E-01,2.67E-01,6.01E-01,0.514230839,6.92E-01
9.73E-01,6.53E-01,2.63E-01,6.00E-01,0.598141053,6.95E-01
9.73E-01,6.54E-01,2.63E-01,5.89E-01,0.547846506,6.92E-01
9.74E-01,6.43E-01,2.63E-01,5.81E-01,0.509611364,6.88E-01
9.74E-01,6.57E-01,2.63E-01,5.74E-01,0.483070939,6.88E-01
9.74E-01,6.40E-01,2.62E-01,5.64E-01,0.508928502,6.83E-01
9.75E-01,6.43E-01,2.62E-01,5.48E-01,0.448701945,6.79E-01
9.75E-01,6.35E-01,2.57E-01,5.31E-01,0.536811008,6.73E-01
9.75E-01,6.26E-01,2.18E-01,5.25E-01,0.485390721,6.71E-01
9.76E-01,6.28E-01,1.93E-01,5.07E-01,0.453546568,6.66E-01
9.76E-01,6.20E-01,2.15E-01,5.04E-01,0.49468731,6.64E-01
9.76E-01,6.25E-01,2.61E-01,5.00E-01,0.455827409,6.63E-01
9.77E-01,6.26E-01,2.72E-01,5.02E-01,0.473267341,6.63E-01
9.77E-01,6.20E-01,2.68E-01,5.06E-01,0.446799081,6.64E-01
9.77E-01,6.22E-01,2.62E-01,5.08E-01,0.513518926,6.65E-01
9.78E-01,6.06E-01,2.61E-01,5.00E-01,0.456321591,6.60E-01
9.78E-01,6.09E-01,2.60E-01,4.93E-01,0.448655896,6.58E-01
9.78E-01,6.01E-01,2.58E-01,4.87E-01,0.475405089,6.55E-01
9.79E-01,5.98E-01,2.59E-01,4.78E-01,0.430857612,6.52E-01
9.79E-01,5.86E-01,2.32E-01,4.73E-01,0.430567562,6.49E-01
9.80E-01,5.83E-01,1.97E-01,4.70E-01,0.413808636,6.48E-01
9.80E-01,5.78E-01,1.90E-01,4.65E-01,0.434840584,6.46E-01
9.80E-01,5.65E-01,2.10E-01,4.62E-01,0.426973074,6.43E-01
9.81E-01,5.78E-01,2.66E-01,4.56E-01,0.414977799,6.42E-01
9.81E-01,5.81E-01,2.83E-01,4.58E-01,0.455258126,6.43E-01
9.81E-01,5.88E-01,2.80E-01,4.58E-01,0.450025791,6.44E-01
9.82E-01,5.90E-01,2.75E-01,4.56E-01,0.431190466,6.44E-01
9.82E-01,5.94E-01,2.71E-01,4.60E-01,0.423892857,6.46E-01
9.82E-01,5.96E-01,2.71E-01,4.60E-01,0.40735429,6.46E-01
9.83E-01,5.93E-01,2.68E-01,4.53E-01,0.494808615,6.44E-01
9.83E-01,5.81E-01,2.65E-01,4.47E-01,0.441500299,6.40E-01
9.83E-01,5.82E-01,2.63E-01,4.39E-01,0.42112927,6.38E-01
9.84E-01,5.79E-01,2.60E-01,4.39E-01,0.37082746,6.38E-01
9.84E-01,5.68E-01,2.51E-01,4.36E-01,0.392548605,6.35E-01
9.84E-01,5.44E-01,2.42E-01,4.22E-01,0.395741627,6.27E-01
9.85E-01,5.45E-01,2.36E-01,4.25E-01,0.407156648,6.28E-01
9.85E-01,5.36E-01,2.31E-01,4.01E-01,0.397967147,6.19E-01
9.85E-01,5.06E-01,2.26E-01,3.74E-01,0.39933766,6.06E-01
9.86E-01,4.95E-01,2.22E-01,3.44E-01,0.405754765,5.95E-01
9.86E-01,4.96E-01,2.16E-01,3.50E-01,0.402541963,5.98E-01
9.86E-01,5.05E-01,2.12E-01,3.55E-01,0.33769624,6.01E-01
9.87E-01,5.15E-01,2.10E-01,3.65E-01,0.386846657,6.05E-01
9.87E-01,5.47E-01,2.07E-01,3.83E-01,0.344523927,6.16E-01
9.87E-01,5.61E-01,2.03E-01,4.02E-01,0.430911851,6.24E-01
9.88E-01,5.70E-01,1.99E-01,4.07E-01,0.37767879,6.27E-01
9.88E-01,5.92E-01,1.97E-01,4.28E-01,0.37398525,6.37E-01
9.89E-01,6.20E-01,1.94E-01,4.55E-01,0.378321783,6.50E-01
9.89E-01,6.66E-01,1.93E-01,4.85E-01,0.400420287,6.66E-01
9.89E-01,6.84E-01,1.91E-01,5.08E-01,0.359555533,6.75E-01
9.90E-01,7.22E-01,1.88E-01,5.37E-01,0.401973607,6.90E-01
9.90E-01,7.25E-01,1.85E-01,5.36E-01,0.362869397,6.90E-01
9.90E-01,7.26E-01,1.83E-01,5.50E-01,0.369280166,6.94E-01
9.91E-01,7.31E-01,1.81E-01,5.66E-01,0.369494497,6.99E-01
9.91E-01,7.66E-01,1.81E-01,5.99E-01,0.379138776,7.13E-01
9.91E-01,8.52E-01,1.91E-01,6.76E-01,0.353519804,7.45E-01
9.92E-01,9.29E-01,1.94E-01,7.31E-01,0.353994825,7.69E-01
9.92E-01,9.76E-01,1.92E-01,7.63E-01,0.336051593,7.82E-01
9.92E-01,9.96E-01,1.93E-01,7.69E-01,0.36206353,7.86E-01
9.93E-01,9.97E-01,1.99E-01,7.66E-01,0.358951017,7.86E-01
9.93E-01,1.00E+00,2.16E-01,7.58E-01,0.358284381,7.84E-01
9.93E-01,9.90E-01,2.25E-01,7.51E-01,0.304264152,7.81E-01
9.93E-01,9.90E-01,2.25E-01,7.51E-01,0.371065897,7.81E-01
9.94E-01,9.60E-01,2.33E-01,7.38E-01,0.333667218,7.74E-01
9.94E-01,9.65E-01,2.36E-01,7.29E-01,0.359881897,7.73E-01
9.94E-01,9.56E-01,2.47E-01,7.16E-01,0.336230382,7.69E-01
9.95E-01,9.32E-01,2.35E-01,7.09E-01,0.37519629,7.64E-01
9.95E-01,9.24E-01,1.70E-01,6.97E-01,0.390948771,7.61E-01
9.95E-01,8.88E-01,1.02E-01,6.75E-01,0.370483789,7.51E-01
9.96E-01,8.70E-01,1.00E-01,6.71E-01,0.360317822,7.48E-01
9.96E-01,8.72E-01,1.31E-01,6.64E-01,0.326573741,7.46E-01
9.97E-01,8.62E-01,2.44E-01,6.53E-01,0.313723615,7.40E-01
9.97E-01,8.71E-01,3.11E-01,6.57E-01,0.379801548,7.42E-01
9.97E-01,8.83E-01,3.18E-01,6.60E-01,0.294900034,7.44E-01
9.98E-01,8.69E-01,3.05E-01,6.55E-01,0.365274787,7.41E-01
9.98E-01,8.54E-01,2.93E-01,6.46E-01,0.340018494,7.37E-01
9.98E-01,8.43E-01,2.86E-01,6.34E-01,0.364013526,7.32E-01
9.99E-01,8.19E-01,2.82E-01,6.20E-01,0.338611512,7.25E-01
9.99E-01,8.04E-01,2.78E-01,6.08E-01,0.332857952,7.20E-01
9.99E-01,7.76E-01,2.77E-01,5.88E-01,0.350534931,7.10E-01
1.00E+00,7.64E-01,2.58E-01,5.75E-01,0.337685732,7.05E-01
1.00E+00,7.33E-01,2.07E-01,5.63E-01,0.281818423,6.98E-01
0.00E+00,7.24E-01,1.89E-01,5.50E-01,0.341088449,7.10E-01
3.47E-04,7.18E-01,2.84E-01,5.52E-01,0.38033019,7.08E-01
6.95E-04,7.21E-01,3.17E-01,5.47E-01,0.320817555,7.07E-01
1.04E-03,7.25E-01,3.13E-01,5.52E-01,0.421560095,7.09E-01
1.39E-03,7.35E-01,3.06E-01,5.55E-01,0.306661198,7.12E-01
1.74E-03,7.13E-01,3.03E-01,5.50E-01,0.284171738,7.07E-01
2.08E-03,7.10E-01,3.03E-01,5.44E-01,0.314195699,7.05E-01
2.43E-03,6.88E-01,3.01E-01,5.29E-01,0.338219628,6.98E-01
